Option,Energy Cores,Energy Ram,Energy Gpu,Energy Pkg,Time (perf) (s),Time (exec) (s),Ratio time (%),Power_Cores,Power_Ram,Power_Gpu,Power_Pkg
":version :txact, :n-workers 64, :n-secondary-workers 1, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",46.0,1.16,0.02,46.82,2.5842755,0.081094,0.0313798,17.8,0.45,0.01,18.12
":version :txact, :n-workers 1, :n-secondary-workers 1, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",52.39,1.33,0.01,53.35,3.1207305,0.592702,0.1899241,16.79,0.43,0.0,17.1
":version :txact, :n-workers 2, :n-secondary-workers 1, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",49.25,1.21,0.02,50.12,2.7491781,0.251143,0.091352,17.91,0.44,0.01,18.23
":version :txact, :n-workers 4, :n-secondary-workers 1, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",45.28,1.16,0.02,46.09,2.5820131,0.070713,0.0273868,17.54,0.45,0.01,17.85
":version :txact, :n-workers 6, :n-secondary-workers 1, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",44.59,1.17,0.01,45.39,2.6084629,0.048828,0.0187191,17.09,0.45,0.0,17.4
":version :txact, :n-workers 8, :n-secondary-workers 1, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",44.71,1.15,0.02,45.52,2.5577479,0.046024,0.017994,17.48,0.45,0.01,17.8
":version :txact, :n-workers 10, :n-secondary-workers 1, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",45.01,1.16,0.02,45.84,2.5790084,0.052526,0.0203667,17.45,0.45,0.01,17.77
":version :txact, :n-workers 12, :n-secondary-workers 1, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",45.38,1.16,0.01,46.18,2.598343,0.065868,0.02535,17.46,0.45,0.0,17.77
":version :txact, :n-workers 14, :n-secondary-workers 1, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",44.56,1.15,0.01,45.35,2.5421067,0.050789,0.0199791,17.53,0.45,0.0,17.84
":version :txact, :n-workers 16, :n-secondary-workers 1, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",45.34,1.16,0.01,46.14,2.5711943,0.05483,0.0213247,17.63,0.45,0.0,17.94
":version :txact, :n-workers 18, :n-secondary-workers 1, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",46.44,1.18,0.02,47.25,2.5880888,0.064608,0.0249636,17.94,0.46,0.01,18.26
":version :txact, :n-workers 20, :n-secondary-workers 1, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",45.33,1.17,0.01,46.14,2.5811539,0.053934,0.0208953,17.56,0.45,0.0,17.88
":version :txact, :n-workers 22, :n-secondary-workers 1, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",46.5,1.18,0.01,47.31,2.5959844,0.064457,0.0248295,17.91,0.45,0.0,18.22
":version :txact, :n-workers 24, :n-secondary-workers 1, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",47.55,1.19,0.02,48.38,2.6370951,0.102001,0.0386793,18.03,0.45,0.01,18.35
":version :txact, :n-workers 26, :n-secondary-workers 1, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",46.24,1.19,0.01,47.06,2.6161618,0.065231,0.0249339,17.67,0.45,0.0,17.99
":version :txact, :n-workers 28, :n-secondary-workers 1, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",46.09,1.19,0.02,46.91,2.6309645,0.0663,0.0251999,17.52,0.45,0.01,17.83
":version :txact, :n-workers 30, :n-secondary-workers 1, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",46.15,1.18,0.02,46.98,2.5958043,0.061018,0.0235064,17.78,0.45,0.01,18.1
":version :txact, :n-workers 32, :n-secondary-workers 1, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",45.22,1.17,0.01,46.05,2.6205898,0.061475,0.0234585,17.26,0.45,0.0,17.57
":version :txact, :n-workers 34, :n-secondary-workers 1, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",45.46,1.18,0.01,46.29,2.6401646,0.068675,0.0260116,17.22,0.45,0.0,17.53
":version :txact, :n-workers 36, :n-secondary-workers 1, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",45.08,1.17,0.01,45.88,2.5994579,0.071507,0.0275084,17.34,0.45,0.0,17.65
":version :txact, :n-workers 38, :n-secondary-workers 1, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",44.77,1.17,0.02,45.6,2.6016256,0.055415,0.0213001,17.21,0.45,0.01,17.53
":version :txact, :n-workers 40, :n-secondary-workers 1, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",44.75,1.16,0.02,45.56,2.5688099,0.05962,0.0232092,17.42,0.45,0.01,17.74
":version :txact, :n-workers 42, :n-secondary-workers 1, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",44.72,1.16,0.02,45.55,2.5801848,0.065685,0.0254575,17.33,0.45,0.01,17.65
":version :txact, :n-workers 44, :n-secondary-workers 1, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",45.01,1.17,0.02,45.83,2.601838,0.067729,0.0260312,17.3,0.45,0.01,17.61
":version :txact, :n-workers 46, :n-secondary-workers 1, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",45.53,1.18,0.02,46.37,2.6199004,0.074346,0.0283774,17.38,0.45,0.01,17.7
":version :txact, :n-workers 48, :n-secondary-workers 1, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",44.87,1.18,0.02,45.7,2.6288181,0.06444,0.0245129,17.07,0.45,0.01,17.38
":version :txact, :n-workers 50, :n-secondary-workers 1, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",46.44,1.17,0.01,47.25,2.6147414,0.093597,0.0357959,17.76,0.45,0.0,18.07
":version :txact, :n-workers 52, :n-secondary-workers 1, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",44.94,1.16,0.02,45.76,2.5723795,0.054243,0.0210867,17.47,0.45,0.01,17.79
":version :txact, :n-workers 54, :n-secondary-workers 1, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",45.21,1.17,0.01,46.03,2.5926807,0.066728,0.0257371,17.44,0.45,0.0,17.75
":version :txact, :n-workers 56, :n-secondary-workers 1, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",44.74,1.17,0.01,45.55,2.6193761,0.059057,0.0225462,17.08,0.45,0.0,17.39
":version :txact, :n-workers 58, :n-secondary-workers 1, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",45.14,1.17,0.02,45.94,2.5912719,0.052881,0.0204074,17.42,0.45,0.01,17.73
":version :txact, :n-workers 60, :n-secondary-workers 1, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",44.93,1.16,0.01,45.73,2.5579381,0.054233,0.0212018,17.56,0.45,0.0,17.88
":version :txact, :n-workers 62, :n-secondary-workers 1, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",46.33,1.17,0.02,47.15,2.6088205,0.090941,0.034859,17.76,0.45,0.01,18.07
":version :txact, :n-workers 64, :n-secondary-workers 1, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",45.3,1.17,0.01,46.11,2.6095817,0.062913,0.0241085,17.36,0.45,0.0,17.67
":version :txact, :n-workers 1, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",52.09,1.32,0.01,53.03,3.0597602,0.56664,0.185191,17.02,0.43,0.0,17.33
":version :txact, :n-workers 2, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",46.16,1.19,0.01,47.0,2.6902589,0.153062,0.0568949,17.16,0.44,0.0,17.47
":version :txact, :n-workers 4, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",47.05,1.16,0.01,47.85,2.5908884,0.11329,0.0437263,18.16,0.45,0.0,18.47
":version :txact, :n-workers 6, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",44.71,1.14,0.01,45.51,2.5465872,0.063576,0.0249652,17.56,0.45,0.0,17.87
":version :txact, :n-workers 8, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",44.64,1.15,0.01,45.45,2.5718613,0.072955,0.0283666,17.36,0.45,0.0,17.67
":version :txact, :n-workers 10, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",44.99,1.15,0.01,45.78,2.5712136,0.059796,0.0232559,17.5,0.45,0.0,17.8
":version :txact, :n-workers 12, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",44.59,1.14,0.01,45.39,2.5653265,0.0497,0.0193738,17.38,0.44,0.0,17.69
":version :txact, :n-workers 14, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",44.39,1.16,0.01,45.19,2.623161,0.058385,0.0222575,16.92,0.44,0.0,17.23
":version :txact, :n-workers 16, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",45.03,1.14,0.01,45.84,2.562422,0.0659,0.0257179,17.57,0.44,0.0,17.89
":version :txact, :n-workers 18, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",44.57,1.18,0.01,45.39,2.6368828,0.058403,0.0221485,16.9,0.45,0.0,17.21
":version :txact, :n-workers 20, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",44.39,1.16,0.01,45.21,2.6147337,0.057825,0.0221151,16.98,0.44,0.0,17.29
":version :txact, :n-workers 22, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",44.86,1.15,0.01,45.66,2.5847126,0.059285,0.0229368,17.36,0.44,0.0,17.67
":version :txact, :n-workers 24, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",45.16,1.15,0.0,45.95,2.5706962,0.049921,0.0194193,17.57,0.45,0.0,17.87
":version :txact, :n-workers 26, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",45.16,1.16,0.0,45.96,2.5884196,0.054466,0.0210422,17.45,0.45,0.0,17.76
":version :txact, :n-workers 28, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",44.99,1.17,0.01,45.81,2.6300963,0.058686,0.0223133,17.11,0.44,0.0,17.42
":version :txact, :n-workers 30, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",44.52,1.14,0.0,45.31,2.5544878,0.050248,0.0196705,17.43,0.45,0.0,17.74
":version :txact, :n-workers 32, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",44.45,1.16,0.01,45.26,2.5969661,0.049893,0.019212,17.12,0.45,0.0,17.43
":version :txact, :n-workers 34, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",45.96,1.16,0.01,46.78,2.6111244,0.078674,0.0301303,17.6,0.44,0.0,17.92
":version :txact, :n-workers 36, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",44.52,1.15,0.01,45.33,2.5585915,0.050212,0.0196249,17.4,0.45,0.0,17.72
":version :txact, :n-workers 38, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",46.0,1.15,0.01,46.8,2.5865235,0.075174,0.0290637,17.78,0.44,0.0,18.09
":version :txact, :n-workers 40, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",45.08,1.15,0.0,45.87,2.5812218,0.067643,0.0262058,17.46,0.45,0.0,17.77
":version :txact, :n-workers 42, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",46.79,1.19,0.01,47.62,2.6798374,0.105148,0.0392367,17.46,0.44,0.0,17.77
":version :txact, :n-workers 44, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",49.42,1.19,0.0,50.25,2.6803506,0.144292,0.0538333,18.44,0.44,0.0,18.75
":version :txact, :n-workers 46, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",47.59,1.16,0.01,48.4,2.5982048,0.105869,0.040747,18.32,0.45,0.0,18.63
":version :txact, :n-workers 48, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",47.02,1.19,0.01,47.84,2.5999982,0.081376,0.0312985,18.08,0.46,0.0,18.4
":version :txact, :n-workers 50, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",45.06,1.16,0.01,45.86,2.5720435,0.051244,0.0199235,17.52,0.45,0.0,17.83
":version :txact, :n-workers 52, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",46.29,1.17,0.0,47.09,2.6292818,0.083665,0.0318205,17.61,0.44,0.0,17.91
":version :txact, :n-workers 54, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",45.09,1.16,0.01,45.9,2.580266,0.051142,0.0198204,17.47,0.45,0.0,17.79
":version :txact, :n-workers 56, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",45.65,1.17,0.0,46.45,2.5893737,0.064822,0.0250339,17.63,0.45,0.0,17.94
":version :txact, :n-workers 58, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",49.11,1.18,0.0,49.95,2.6664303,0.148876,0.0558334,18.42,0.44,0.0,18.73
":version :txact, :n-workers 60, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",45.18,1.15,0.0,45.97,2.5747929,0.050331,0.0195476,17.55,0.45,0.0,17.85
":version :txact, :n-workers 62, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",47.91,1.2,0.01,48.75,2.6999623,0.115873,0.0429165,17.74,0.44,0.0,18.06
":version :txact, :n-workers 64, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",47.96,1.18,0.0,48.78,2.6662414,0.114153,0.0428142,17.99,0.44,0.0,18.3
":version :txact, :n-workers 1, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",51.88,1.32,0.01,52.85,3.0915925,0.57252,0.1851861,16.78,0.43,0.0,17.09
":version :txact, :n-workers 2, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",47.05,1.19,0.01,47.87,2.6941145,0.185865,0.0689893,17.46,0.44,0.0,17.77
":version :txact, :n-workers 4, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",47.28,1.18,0.01,48.09,2.640594,0.133473,0.0505466,17.91,0.45,0.0,18.21
":version :txact, :n-workers 6, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",44.68,1.15,0.01,45.49,2.583957,0.062246,0.0240894,17.29,0.45,0.0,17.6
":version :txact, :n-workers 8, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",45.01,1.15,0.0,45.82,2.5837273,0.07429,0.028753,17.42,0.45,0.0,17.73
":version :txact, :n-workers 10, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",44.91,1.14,0.01,45.71,2.5524433,0.050109,0.0196318,17.59,0.45,0.0,17.91
":version :txact, :n-workers 12, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",44.72,1.15,0.0,45.53,2.5927145,0.052135,0.0201083,17.25,0.44,0.0,17.56
":version :txact, :n-workers 14, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",45.09,1.14,0.0,45.88,2.5546655,0.048615,0.0190299,17.65,0.45,0.0,17.96
":version :txact, :n-workers 16, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",48.0,1.16,0.0,48.81,2.6110478,0.112407,0.0430505,18.38,0.44,0.0,18.69
":version :txact, :n-workers 18, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",45.26,1.17,0.01,46.08,2.6437756,0.064413,0.024364,17.12,0.44,0.0,17.43
":version :txact, :n-workers 20, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",44.75,1.15,0.01,45.54,2.5552273,0.046423,0.0181679,17.51,0.45,0.0,17.82
":version :txact, :n-workers 22, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",45.49,1.15,0.01,46.28,2.5860147,0.06087,0.0235381,17.59,0.44,0.0,17.9
":version :txact, :n-workers 24, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",45.2,1.16,0.01,46.0,2.6101271,0.062013,0.0237586,17.32,0.44,0.0,17.62
":version :txact, :n-workers 26, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",44.78,1.16,0.0,45.58,2.6037762,0.05061,0.0194372,17.2,0.45,0.0,17.51
":version :txact, :n-workers 28, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",45.6,1.15,0.01,46.39,2.5805347,0.065629,0.0254323,17.67,0.45,0.0,17.98
":version :txact, :n-workers 30, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",44.84,1.17,0.01,45.63,2.6129743,0.061813,0.0236562,17.16,0.45,0.0,17.46
":version :txact, :n-workers 32, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",46.39,1.15,0.01,47.22,2.5896019,0.07729,0.0298463,17.91,0.44,0.0,18.23
":version :txact, :n-workers 34, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",44.77,1.16,0.01,45.58,2.5837874,0.051121,0.0197853,17.33,0.45,0.0,17.64
":version :txact, :n-workers 36, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",44.92,1.15,0.01,45.73,2.559789,0.052876,0.0206564,17.55,0.45,0.0,17.86
":version :txact, :n-workers 38, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",46.38,1.17,0.0,47.19,2.6204287,0.089662,0.0342165,17.7,0.45,0.0,18.01
":version :txact, :n-workers 40, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",45.92,1.16,0.0,46.72,2.6051471,0.066476,0.0255172,17.63,0.45,0.0,17.93
":version :txact, :n-workers 42, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",46.22,1.17,0.01,47.03,2.6052177,0.080786,0.0310093,17.74,0.45,0.0,18.05
":version :txact, :n-workers 44, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",44.96,1.16,0.01,45.76,2.5707166,0.054456,0.0211832,17.49,0.45,0.0,17.8
":version :txact, :n-workers 46, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",44.91,1.14,0.0,45.7,2.5428251,0.05204,0.0204654,17.66,0.45,0.0,17.97
":version :txact, :n-workers 48, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",47.11,1.16,0.01,47.92,2.5940641,0.100043,0.0385661,18.16,0.45,0.0,18.47
":version :txact, :n-workers 50, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",45.67,1.18,0.01,46.48,2.6193548,0.066123,0.025244,17.44,0.45,0.0,17.74
":version :txact, :n-workers 52, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",45.96,1.15,0.0,46.75,2.5529833,0.059515,0.0233119,18.0,0.45,0.0,18.31
":version :txact, :n-workers 54, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",47.23,1.18,0.01,48.04,2.6441387,0.101469,0.0383751,17.86,0.45,0.0,18.17
":version :txact, :n-workers 56, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",44.84,1.18,0.01,45.67,2.6503738,0.056234,0.0212174,16.92,0.45,0.0,17.23
":version :txact, :n-workers 58, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",45.94,1.16,0.0,46.74,2.591913,0.073918,0.0285187,17.72,0.45,0.0,18.03
":version :txact, :n-workers 60, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",47.05,1.17,0.01,47.85,2.6220332,0.08952,0.0341414,17.94,0.45,0.0,18.25
":version :txact, :n-workers 62, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",45.02,1.16,0.01,45.82,2.5810263,0.052463,0.0203264,17.44,0.45,0.0,17.75
":version :txact, :n-workers 64, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",45.49,1.15,0.01,46.28,2.5743329,0.062543,0.0242948,17.67,0.45,0.0,17.98
":version :txact, :n-workers 1, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",52.42,1.32,0.0,53.37,3.0895382,0.565751,0.1831183,16.97,0.43,0.0,17.27
":version :txact, :n-workers 2, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",49.09,1.21,0.0,49.94,2.7368262,0.253959,0.0927933,17.94,0.44,0.0,18.25
":version :txact, :n-workers 4, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",46.71,1.16,0.0,47.53,2.6019734,0.10642,0.0408997,17.95,0.45,0.0,18.27
":version :txact, :n-workers 6, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",45.42,1.16,0.01,46.22,2.5982445,0.078254,0.030118,17.48,0.45,0.0,17.79
":version :txact, :n-workers 8, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",45.17,1.16,0.01,45.98,2.6028732,0.068931,0.0264827,17.35,0.45,0.0,17.67
":version :txact, :n-workers 10, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",44.37,1.15,0.0,45.16,2.5923016,0.048668,0.0187741,17.12,0.44,0.0,17.42
":version :txact, :n-workers 12, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",45.83,1.15,0.0,46.63,2.5904721,0.071601,0.0276401,17.69,0.44,0.0,18.0
":version :txact, :n-workers 14, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",44.53,1.15,0.01,45.31,2.5806767,0.055689,0.0215792,17.26,0.45,0.0,17.56
":version :txact, :n-workers 16, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",44.35,1.17,0.01,45.17,2.6280374,0.055946,0.0212881,16.88,0.45,0.0,17.19
":version :txact, :n-workers 18, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",46.02,1.16,0.01,46.83,2.6221084,0.073545,0.028048,17.55,0.44,0.0,17.86
":version :txact, :n-workers 20, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",45.49,1.15,0.01,46.3,2.5738334,0.05689,0.0221032,17.67,0.45,0.0,17.99
":version :txact, :n-workers 22, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",45.47,1.16,0.01,46.25,2.576651,0.047924,0.0185993,17.65,0.45,0.0,17.95
":version :txact, :n-workers 24, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",45.23,1.15,0.01,46.03,2.5719025,0.062681,0.0243715,17.59,0.45,0.0,17.9
":version :txact, :n-workers 26, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",44.78,1.17,0.01,45.58,2.6123977,0.05042,0.0193003,17.14,0.45,0.0,17.45
":version :txact, :n-workers 28, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",44.61,1.16,0.01,45.41,2.5904343,0.04949,0.0191049,17.22,0.45,0.0,17.53
":version :txact, :n-workers 30, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",44.5,1.16,0.01,45.3,2.6238402,0.053631,0.0204399,16.96,0.44,0.0,17.26
":version :txact, :n-workers 32, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",44.37,1.16,0.01,45.19,2.6064561,0.051059,0.0195894,17.02,0.45,0.0,17.34
":version :txact, :n-workers 34, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",45.64,1.16,0.01,46.43,2.6058529,0.072091,0.027665,17.51,0.45,0.0,17.82
":version :txact, :n-workers 36, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",44.9,1.15,0.01,45.7,2.5545819,0.054758,0.0214352,17.58,0.45,0.0,17.89
":version :txact, :n-workers 38, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",44.75,1.17,0.01,45.57,2.6341309,0.054844,0.0208205,16.99,0.44,0.0,17.3
":version :txact, :n-workers 40, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",45.79,1.16,0.01,46.6,2.5914536,0.078759,0.0303918,17.67,0.45,0.0,17.98
":version :txact, :n-workers 42, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",45.13,1.16,0.01,45.94,2.614041,0.07028,0.0268856,17.26,0.44,0.0,17.57
":version :txact, :n-workers 44, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",44.82,1.17,0.01,45.63,2.6189558,0.057867,0.0220954,17.11,0.45,0.0,17.42
":version :txact, :n-workers 46, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",44.74,1.16,0.01,45.54,2.5834959,0.051432,0.0199079,17.32,0.45,0.0,17.63
":version :txact, :n-workers 48, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",46.51,1.18,0.0,47.35,2.6660464,0.087329,0.032756,17.45,0.44,0.0,17.76
":version :txact, :n-workers 50, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",45.07,1.15,0.0,45.86,2.5741639,0.054516,0.0211781,17.51,0.45,0.0,17.82
