Option,Energy Cores,Energy Ram,Energy Gpu,Energy Pkg,Time (perf) (s),Time (exec) (s),Ratio time (%),Power_Cores,Power_Ram,Power_Gpu,Power_Pkg
":version :txact, :n-workers 62, :n-secondary-workers 8, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",52.98,5.58,0.02,79.71,2.7519223,0.077787,0.0282664,19.25,2.03,0.01,28.97
":version :txact, :n-workers 64, :n-secondary-workers 8, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",52.7,5.69,0.04,80.18,2.8168688,0.063897,0.0226837,18.71,2.02,0.01,28.46
":version :txact, :n-workers 1, :n-secondary-workers 8, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",60.29,6.56,0.03,92.0,3.2609138,0.58341,0.17891,18.49,2.01,0.01,28.21
":version :txact, :n-workers 2, :n-secondary-workers 8, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",56.85,5.98,0.02,85.43,2.9614067,0.29684,0.1002361,19.2,2.02,0.01,28.85
":version :txact, :n-workers 4, :n-secondary-workers 8, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",55.71,5.75,0.03,83.06,2.8318731,0.146215,0.0516319,19.67,2.03,0.01,29.33
":version :txact, :n-workers 6, :n-secondary-workers 8, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",53.85,5.67,0.03,80.75,2.794924,0.109297,0.0391055,19.27,2.03,0.01,28.89
":version :txact, :n-workers 8, :n-secondary-workers 8, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",52.87,5.58,0.03,79.31,2.7593638,0.09045,0.0327793,19.16,2.02,0.01,28.74
":version :txact, :n-workers 10, :n-secondary-workers 8, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",52.71,5.49,0.03,79.07,2.7130216,0.075749,0.0279205,19.43,2.02,0.01,29.14
":version :txact, :n-workers 12, :n-secondary-workers 8, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",52.06,5.54,0.02,78.58,2.7419423,0.068603,0.0250199,18.99,2.02,0.01,28.66
":version :txact, :n-workers 14, :n-secondary-workers 8, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",51.37,5.52,0.03,77.77,2.7297144,0.053843,0.0197248,18.82,2.02,0.01,28.49
":version :txact, :n-workers 16, :n-secondary-workers 8, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",51.8,5.57,0.02,78.39,2.7565531,0.062859,0.0228035,18.79,2.02,0.01,28.44
":version :txact, :n-workers 18, :n-secondary-workers 8, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",51.42,5.54,0.03,78.0,2.7439835,0.058078,0.0211656,18.74,2.02,0.01,28.43
":version :txact, :n-workers 20, :n-secondary-workers 8, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",52.11,5.56,0.02,78.88,2.7514497,0.069263,0.0251733,18.94,2.02,0.01,28.67
":version :txact, :n-workers 22, :n-secondary-workers 8, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",52.38,5.52,0.02,78.95,2.7275678,0.06563,0.0240617,19.2,2.02,0.01,28.95
":version :txact, :n-workers 24, :n-secondary-workers 8, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",51.92,5.49,0.03,78.25,2.7158349,0.055655,0.0204928,19.12,2.02,0.01,28.81
":version :txact, :n-workers 26, :n-secondary-workers 8, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",51.79,5.49,0.03,78.13,2.7126958,0.052377,0.0193081,19.09,2.02,0.01,28.8
":version :txact, :n-workers 28, :n-secondary-workers 8, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",51.54,5.5,0.01,77.75,2.7205618,0.060109,0.0220943,18.94,2.02,0.0,28.58
":version :txact, :n-workers 30, :n-secondary-workers 8, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",51.74,5.55,0.02,78.12,2.7423757,0.062943,0.022952,18.87,2.02,0.01,28.49
":version :txact, :n-workers 32, :n-secondary-workers 8, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",52.15,5.53,0.02,78.48,2.7222582,0.063896,0.0234717,19.16,2.03,0.01,28.83
":version :txact, :n-workers 34, :n-secondary-workers 8, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",51.81,5.55,0.02,78.25,2.7378526,0.060132,0.0219632,18.92,2.03,0.01,28.58
":version :txact, :n-workers 36, :n-secondary-workers 8, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",51.73,5.48,0.03,78.0,2.691488,0.056491,0.0209888,19.22,2.04,0.01,28.98
":version :txact, :n-workers 38, :n-secondary-workers 8, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",52.09,5.54,0.02,78.62,2.7333882,0.058269,0.0213175,19.06,2.03,0.01,28.76
":version :txact, :n-workers 40, :n-secondary-workers 8, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",55.14,5.62,0.02,82.07,2.7764747,0.123858,0.0446098,19.86,2.02,0.01,29.56
":version :txact, :n-workers 42, :n-secondary-workers 8, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",52.56,5.52,0.02,78.99,2.7189783,0.069357,0.0255085,19.33,2.03,0.01,29.05
":version :txact, :n-workers 44, :n-secondary-workers 8, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",52.29,5.52,0.03,78.74,2.7218829,0.050266,0.0184674,19.21,2.03,0.01,28.93
":version :txact, :n-workers 46, :n-secondary-workers 8, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",51.47,5.48,0.03,77.62,2.6995523,0.05242,0.019418,19.07,2.03,0.01,28.75
":version :txact, :n-workers 48, :n-secondary-workers 8, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",53.7,5.57,0.04,80.27,2.754147,0.0929,0.033731,19.5,2.02,0.01,29.15
":version :txact, :n-workers 50, :n-secondary-workers 8, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",51.19,5.53,0.03,77.4,2.7223036,0.051161,0.0187933,18.8,2.03,0.01,28.43
":version :txact, :n-workers 52, :n-secondary-workers 8, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",52.34,5.59,0.03,79.24,2.759525,0.062803,0.0227586,18.97,2.03,0.01,28.72
":version :txact, :n-workers 54, :n-secondary-workers 8, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",51.49,5.47,0.03,77.57,2.6964969,0.052494,0.0194675,19.1,2.03,0.01,28.77
":version :txact, :n-workers 56, :n-secondary-workers 8, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",51.3,5.54,0.02,77.44,2.7198212,0.057851,0.0212701,18.86,2.04,0.01,28.47
":version :txact, :n-workers 58, :n-secondary-workers 8, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",52.1,5.54,0.03,78.45,2.7210734,0.056684,0.0208315,19.15,2.04,0.01,28.83
":version :txact, :n-workers 60, :n-secondary-workers 8, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",51.5,5.51,0.03,78.02,2.7242295,0.051776,0.0190057,18.9,2.02,0.01,28.64
":version :txact, :n-workers 62, :n-secondary-workers 8, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",52.0,5.48,0.02,78.41,2.7033632,0.055151,0.0204009,19.24,2.03,0.01,29.0
":version :txact, :n-workers 64, :n-secondary-workers 8, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",51.71,5.47,0.03,77.82,2.6936207,0.055411,0.0205712,19.2,2.03,0.01,28.89
":version :txact, :n-workers 1, :n-secondary-workers 8, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",59.8,6.55,0.03,91.69,3.2790361,0.576437,0.1757946,18.24,2.0,0.01,27.96
":version :txact, :n-workers 2, :n-secondary-workers 8, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",57.42,6.03,0.02,86.3,2.9864747,0.298436,0.0999292,19.23,2.02,0.01,28.9
":version :txact, :n-workers 4, :n-secondary-workers 8, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",55.43,5.7,0.03,82.71,2.815322,0.152514,0.0541728,19.69,2.02,0.01,29.38
":version :txact, :n-workers 6, :n-secondary-workers 8, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",53.96,5.64,0.02,80.79,2.7810416,0.107665,0.0387139,19.4,2.03,0.01,29.05
":version :txact, :n-workers 8, :n-secondary-workers 8, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",52.52,5.56,0.02,79.12,2.7508269,0.082594,0.0300252,19.09,2.02,0.01,28.76
":version :txact, :n-workers 10, :n-secondary-workers 8, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",52.49,5.53,0.01,78.93,2.7375184,0.08315,0.0303742,19.17,2.02,0.0,28.83
":version :txact, :n-workers 12, :n-secondary-workers 8, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",52.59,5.55,0.03,79.34,2.748682,0.080134,0.0291536,19.13,2.02,0.01,28.86
":version :txact, :n-workers 14, :n-secondary-workers 8, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",51.75,5.48,0.04,78.19,2.7085148,0.053091,0.0196015,19.11,2.02,0.01,28.87
":version :txact, :n-workers 16, :n-secondary-workers 8, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",51.93,5.53,0.04,78.52,2.7334492,0.054689,0.0200073,19.0,2.02,0.01,28.73
":version :txact, :n-workers 18, :n-secondary-workers 8, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",52.02,5.55,0.03,78.76,2.750606,0.071782,0.0260968,18.91,2.02,0.01,28.63
":version :txact, :n-workers 20, :n-secondary-workers 8, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",52.01,5.58,0.03,78.86,2.7485524,0.060781,0.0221138,18.92,2.03,0.01,28.69
":version :txact, :n-workers 22, :n-secondary-workers 8, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",52.25,5.54,0.03,78.91,2.7377576,0.075024,0.0274034,19.08,2.02,0.01,28.82
":version :txact, :n-workers 24, :n-secondary-workers 8, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",52.14,5.51,0.02,78.61,2.7146893,0.058488,0.021545,19.21,2.03,0.01,28.96
":version :txact, :n-workers 26, :n-secondary-workers 8, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",54.27,5.59,0.03,81.12,2.7658964,0.103723,0.0375007,19.62,2.02,0.01,29.33
":version :txact, :n-workers 28, :n-secondary-workers 8, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",51.31,5.51,0.02,77.46,2.7150949,0.052532,0.0193481,18.9,2.03,0.01,28.53
":version :txact, :n-workers 30, :n-secondary-workers 8, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",51.74,5.57,0.03,78.26,2.7548745,0.056067,0.0203519,18.78,2.02,0.01,28.41
":version :txact, :n-workers 32, :n-secondary-workers 8, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",51.82,5.57,0.04,78.26,2.7523126,0.05702,0.0207171,18.83,2.02,0.01,28.43
":version :txact, :n-workers 34, :n-secondary-workers 8, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",51.43,5.46,0.02,77.46,2.6914879,0.057956,0.0215331,19.11,2.03,0.01,28.78
":version :txact, :n-workers 36, :n-secondary-workers 8, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",51.52,5.5,0.03,77.63,2.7121581,0.053859,0.0198584,19.0,2.03,0.01,28.62
":version :txact, :n-workers 38, :n-secondary-workers 8, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",51.58,5.46,0.03,77.57,2.6980426,0.057509,0.0213151,19.12,2.02,0.01,28.75
":version :txact, :n-workers 40, :n-secondary-workers 8, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",55.13,5.6,0.03,81.87,2.7767172,0.125466,0.045185,19.85,2.02,0.01,29.48
":version :txact, :n-workers 42, :n-secondary-workers 8, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",56.35,5.68,0.03,83.57,2.8174009,0.14503,0.0514765,20.0,2.02,0.01,29.66
":version :txact, :n-workers 44, :n-secondary-workers 8, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",52.14,5.57,0.03,78.81,2.7464829,0.064902,0.0236309,18.98,2.03,0.01,28.69
":version :txact, :n-workers 46, :n-secondary-workers 8, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",51.67,5.44,0.03,77.84,2.6883496,0.052475,0.0195194,19.22,2.02,0.01,28.95
":version :txact, :n-workers 48, :n-secondary-workers 8, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",52.22,5.53,0.02,78.59,2.7227577,0.055151,0.0202556,19.18,2.03,0.01,28.86
":version :txact, :n-workers 50, :n-secondary-workers 8, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",51.83,5.51,0.02,78.14,2.7102439,0.053953,0.0199071,19.12,2.03,0.01,28.83
":version :txact, :n-workers 52, :n-secondary-workers 8, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",52.06,5.63,0.03,79.05,2.7819891,0.057237,0.0205741,18.71,2.02,0.01,28.41
":version :txact, :n-workers 54, :n-secondary-workers 8, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",67.33,6.06,0.02,96.64,3.0234548,0.346302,0.1145385,22.27,2.0,0.01,31.96
":version :txact, :n-workers 56, :n-secondary-workers 8, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",54.42,5.55,0.03,81.24,2.7491009,0.0991,0.0360481,19.8,2.02,0.01,29.55
":version :txact, :n-workers 58, :n-secondary-workers 8, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",51.98,5.56,0.02,78.48,2.7380125,0.059189,0.0216175,18.98,2.03,0.01,28.66
":version :txact, :n-workers 60, :n-secondary-workers 8, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",51.72,5.52,0.02,78.01,2.7209612,0.059702,0.0219415,19.01,2.03,0.01,28.67
":version :txact, :n-workers 62, :n-secondary-workers 8, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",51.77,5.57,0.03,78.37,2.7484781,0.056079,0.0204037,18.84,2.03,0.01,28.51
":version :txact, :n-workers 64, :n-secondary-workers 8, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",51.95,5.57,0.03,78.47,2.744273,0.058624,0.0213623,18.93,2.03,0.01,28.59
":version :txact, :n-workers 1, :n-secondary-workers 8, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",59.84,6.48,0.03,91.43,3.2380514,0.576262,0.1779657,18.48,2.0,0.01,28.24
":version :txact, :n-workers 2, :n-secondary-workers 8, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",57.17,6.12,0.04,86.69,3.0344595,0.296964,0.0978639,18.84,2.02,0.01,28.57
":version :txact, :n-workers 4, :n-secondary-workers 8, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",55.56,5.73,0.03,82.62,2.8252234,0.157421,0.0557198,19.67,2.03,0.01,29.24
":version :txact, :n-workers 6, :n-secondary-workers 8, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",53.69,5.59,0.02,80.16,2.7580546,0.111657,0.040484,19.47,2.03,0.01,29.06
":version :txact, :n-workers 8, :n-secondary-workers 8, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",52.78,5.54,0.02,79.27,2.7352314,0.082183,0.0300461,19.3,2.03,0.01,28.98
":version :txact, :n-workers 10, :n-secondary-workers 8, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",52.55,5.62,0.04,79.37,2.775868,0.079084,0.0284898,18.93,2.02,0.01,28.59
":version :txact, :n-workers 12, :n-secondary-workers 8, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",52.83,5.6,0.03,79.58,2.7649447,0.082545,0.0298541,19.11,2.03,0.01,28.78
":version :txact, :n-workers 14, :n-secondary-workers 8, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",52.76,5.62,0.03,79.32,2.7794399,0.097216,0.0349768,18.98,2.02,0.01,28.54
":version :txact, :n-workers 16, :n-secondary-workers 8, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",51.38,5.54,0.03,77.62,2.739677,0.061184,0.0223326,18.75,2.02,0.01,28.33
":version :txact, :n-workers 18, :n-secondary-workers 8, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",51.58,5.5,0.04,77.98,2.7267977,0.057196,0.0209755,18.92,2.02,0.01,28.6
":version :txact, :n-workers 20, :n-secondary-workers 8, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",52.61,5.55,0.03,79.15,2.7493232,0.080758,0.0293738,19.14,2.02,0.01,28.79
":version :txact, :n-workers 22, :n-secondary-workers 8, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",52.13,5.53,0.02,78.53,2.7330598,0.077613,0.0283978,19.07,2.02,0.01,28.73
":version :txact, :n-workers 24, :n-secondary-workers 8, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",51.36,5.58,0.03,78.06,2.7623508,0.052582,0.0190352,18.59,2.02,0.01,28.26
":version :txact, :n-workers 26, :n-secondary-workers 8, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",52.36,5.52,0.03,78.57,2.7287989,0.066871,0.0245057,19.19,2.02,0.01,28.79
":version :txact, :n-workers 28, :n-secondary-workers 8, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",50.6,5.48,0.02,76.49,2.7075805,0.050471,0.0186406,18.69,2.02,0.01,28.25
":version :txact, :n-workers 30, :n-secondary-workers 8, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",55.15,5.62,0.03,81.96,2.7856443,0.127888,0.0459097,19.8,2.02,0.01,29.42
":version :txact, :n-workers 32, :n-secondary-workers 8, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",51.01,5.55,0.05,77.19,2.7394763,0.059644,0.021772,18.62,2.03,0.02,28.18
":version :txact, :n-workers 34, :n-secondary-workers 8, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",51.8,5.47,0.03,77.73,2.7042581,0.053912,0.019936,19.15,2.02,0.01,28.74
":version :txact, :n-workers 36, :n-secondary-workers 8, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",52.93,5.56,0.03,79.17,2.7439914,0.095806,0.0349148,19.29,2.03,0.01,28.85
":version :txact, :n-workers 38, :n-secondary-workers 8, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",51.63,5.49,0.03,77.65,2.7082277,0.05731,0.0211614,19.06,2.03,0.01,28.67
":version :txact, :n-workers 40, :n-secondary-workers 8, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",53.89,5.58,0.03,80.38,2.7502121,0.096817,0.0352035,19.59,2.03,0.01,29.23
":version :txact, :n-workers 42, :n-secondary-workers 8, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",51.88,5.54,0.03,78.09,2.7317415,0.062476,0.0228704,18.99,2.03,0.01,28.59
":version :txact, :n-workers 44, :n-secondary-workers 8, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",55.81,5.7,0.02,82.8,2.8237858,0.138799,0.0491535,19.76,2.02,0.01,29.32
":version :txact, :n-workers 46, :n-secondary-workers 8, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",52.71,5.59,0.0,79.02,2.7660546,0.091012,0.0329032,19.06,2.02,0.0,28.57
":version :txact, :n-workers 48, :n-secondary-workers 8, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",51.31,5.53,0.02,77.51,2.7269515,0.055751,0.0204444,18.82,2.03,0.01,28.42
":version :txact, :n-workers 50, :n-secondary-workers 8, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",51.57,5.48,0.02,77.81,2.7052156,0.058606,0.0216641,19.06,2.03,0.01,28.76
":version :txact, :n-workers 52, :n-secondary-workers 8, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",51.7,5.51,0.03,77.71,2.7090662,0.060467,0.0223202,19.08,2.03,0.01,28.69
":version :txact, :n-workers 54, :n-secondary-workers 8, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",51.76,5.46,0.03,77.86,2.6989314,0.057415,0.0212732,19.18,2.02,0.01,28.85
":version :txact, :n-workers 56, :n-secondary-workers 8, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",52.43,5.54,0.02,78.67,2.7358527,0.067411,0.0246398,19.16,2.02,0.01,28.76
":version :txact, :n-workers 58, :n-secondary-workers 8, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",51.25,5.59,0.03,77.47,2.7473271,0.053815,0.0195881,18.65,2.03,0.01,28.2
":version :txact, :n-workers 60, :n-secondary-workers 8, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",51.8,5.49,0.03,77.88,2.7077828,0.061318,0.0226451,19.13,2.03,0.01,28.76
":version :txact, :n-workers 62, :n-secondary-workers 8, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",51.82,5.54,0.02,78.11,2.7363591,0.057473,0.0210035,18.94,2.02,0.01,28.55
":version :txact, :n-workers 64, :n-secondary-workers 8, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",52.14,5.53,0.03,78.49,2.7377165,0.065612,0.023966,19.05,2.02,0.01,28.67
":version :txact, :n-workers 1, :n-secondary-workers 64, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",59.56,6.52,0.03,90.87,3.2391838,0.599119,0.1849599,18.39,2.01,0.01,28.05
":version :txact, :n-workers 2, :n-secondary-workers 64, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",57.19,6.08,0.03,85.73,2.9880106,0.307903,0.1030462,19.14,2.03,0.01,28.69
":version :txact, :n-workers 4, :n-secondary-workers 64, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",56.33,5.88,0.03,83.84,2.8668143,0.168625,0.0588196,19.65,2.05,0.01,29.25
":version :txact, :n-workers 6, :n-secondary-workers 64, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",56.29,5.8,0.03,83.35,2.8211714,0.125728,0.0445659,19.95,2.06,0.01,29.54
":version :txact, :n-workers 8, :n-secondary-workers 64, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",56.06,5.82,0.03,83.32,2.8398542,0.12278,0.0432346,19.74,2.05,0.01,29.34
":version :txact, :n-workers 10, :n-secondary-workers 64, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",53.85,5.74,0.05,80.74,2.7944361,0.097322,0.0348271,19.27,2.05,0.02,28.89
":version :txact, :n-workers 12, :n-secondary-workers 64, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",53.26,5.68,0.03,80.24,2.7906175,0.100159,0.0358913,19.09,2.04,0.01,28.75
":version :txact, :n-workers 14, :n-secondary-workers 64, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",53.85,5.66,0.03,80.62,2.7706228,0.100847,0.0363987,19.44,2.04,0.01,29.1
":version :txact, :n-workers 16, :n-secondary-workers 64, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",53.31,5.71,0.03,80.38,2.7942148,0.083841,0.0300052,19.08,2.04,0.01,28.77
":version :txact, :n-workers 18, :n-secondary-workers 64, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",52.94,5.58,0.01,79.53,2.7417677,0.077122,0.0281286,19.31,2.04,0.0,29.01
":version :txact, :n-workers 20, :n-secondary-workers 64, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",54.39,5.69,0.02,81.15,2.7777874,0.108255,0.0389717,19.58,2.05,0.01,29.21
":version :txact, :n-workers 22, :n-secondary-workers 64, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",52.91,5.57,0.02,79.34,2.7526481,0.086781,0.0315264,19.22,2.02,0.01,28.82
":version :txact, :n-workers 24, :n-secondary-workers 64, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",51.55,5.55,0.02,77.87,2.7276593,0.059715,0.0218924,18.9,2.03,0.01,28.55
":version :txact, :n-workers 26, :n-secondary-workers 64, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",52.24,5.58,0.04,78.78,2.7547243,0.071335,0.0258955,18.96,2.03,0.01,28.6
":version :txact, :n-workers 28, :n-secondary-workers 64, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",52.54,5.56,0.03,78.8,2.7236444,0.073504,0.0269874,19.29,2.04,0.01,28.93
":version :txact, :n-workers 30, :n-secondary-workers 64, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",53.85,5.69,0.03,80.71,2.7953065,0.098254,0.0351496,19.26,2.04,0.01,28.87
":version :txact, :n-workers 32, :n-secondary-workers 64, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",53.21,5.67,0.03,79.99,2.7802693,0.091496,0.032909,19.14,2.04,0.01,28.77
":version :txact, :n-workers 34, :n-secondary-workers 64, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",54.94,5.64,0.02,81.68,2.7762511,0.11131,0.0400936,19.79,2.03,0.01,29.42
":version :txact, :n-workers 36, :n-secondary-workers 64, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",52.23,5.6,0.02,78.64,2.7502857,0.076876,0.027952,18.99,2.04,0.01,28.59
":version :txact, :n-workers 38, :n-secondary-workers 64, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",52.79,5.69,0.03,79.83,2.8098193,0.079858,0.028421,18.79,2.03,0.01,28.41
":version :txact, :n-workers 40, :n-secondary-workers 64, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",53.05,5.56,0.02,79.49,2.7353076,0.082888,0.030303,19.39,2.03,0.01,29.06
":version :txact, :n-workers 42, :n-secondary-workers 64, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",52.81,5.57,0.03,79.38,2.7448455,0.077482,0.0282282,19.24,2.03,0.01,28.92
":version :txact, :n-workers 44, :n-secondary-workers 64, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",55.32,5.71,0.03,82.45,2.803352,0.121174,0.0432247,19.73,2.04,0.01,29.41
":version :txact, :n-workers 46, :n-secondary-workers 64, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",56.39,5.68,0.01,83.49,2.8081629,0.151929,0.0541026,20.08,2.02,0.0,29.73
":version :txact, :n-workers 48, :n-secondary-workers 64, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",52.12,5.47,0.03,78.3,2.6885239,0.057112,0.0212429,19.39,2.03,0.01,29.12
